language 1525
university 1268
s 878
linguistic 660
de 569
information 540
conference 495
workshop 479
english 477
e 420
email 418
one 398
paper 395
please 371
include 368
edu 364
research 351
address 350
abstract 340
http 335
fax 328
word 317
h 315
papers 315
d 302
speech 301
submission 283
theory 281
www 277
m 276
linguistics 269
system 268
follow 266
send 261
call 254
work 250
interest 246
l 240
c 238
book 235
study 235
session 234
case 234
form 233
uk 230
usa 230
o 219
page 219
first 218
g 216
speaker 215
registration 212
us 209
text 208
analysis 207
v 201
syntax 200
mail 198
p 196
invite 192
name 192
b 191
author 191
student 190
u 187
contact 187
linguist 186
question 184
department 184
process 183
th 183
between 181
science 178
issue 178
ac 177
present 175
two 175
example 175
grammar 172
list 172
available 172
both 171
write 170
area 169
discussion 168
program 168
john 165
submit 165
number 164
approach 162
provide 160
international 157
topic 157
application 155
copy 154
discourse 150
state 149
j 148
order 147
la 146
must 145
semantic 144
teach 142
structure 142
datum 141
institute 141
type 139
tel 138
computational 138
chair 137
title 136
german 135
reference 133
r 131
many 130
speak 129
our 129
committee 129
term 128
second 128
com 128
communication 128
learn 127
html 126
review 126
translation 124
different 123
mark 123
hold 122
development 121
those 121
acquisition 120
problem 120
le 120
spanish 118
web 118
general 117
section 117
natural 116
apply 116
where 116
position 115
etc 115
feature 115
further 114
semantics 114
part 114
base 113
n 112
most 112
relate 112
benjamin 112
et 112
aspect 111
context 111
focus 110
publish 109
possible 108
movement 108
deadline 107
august 107
change 106
subject 106
programme 106
method 105
mean 104
field 104
phonology 103
model 103
x 103
presentation 103
technology 103
note 102
need 102
detail 101
each 101
phone 100
lexical 100
volume 100
f 99
receive 99
french 99
june 99
point 99
verb 99
nt 99
pp 99
world 99
meet 98
accept 98
before 98
cognitive 98
computer 98
dr 98
site 98
minute 97
fee 97
post 96
place 95
proposal 95
canada 94
school 94
publication 94
germany 94
three 92
corpus 92
july 91
break 91
nl 91
electronic 90
below 89
result 89
course 88
seem 88
format 88
object 88
coffee 88
american 87
evaluation 87
account 87
york 87
prof 87
t 86
participant 85
resource 85
special 84
april 84
much 84
either 84
consider 84
same 84
tutorial 84
dialect 83
en 83
pragmatic 83
center 83
october 82
theoretical 82
even 82
vowel 82
japanese 82
teacher 81
open 81
lunch 81
machine 81
require 80
phonological 80
mt 80
within 79
ca 79
after 79
grammatical 79
march 79
experience 78
re 78
help 78
universite 78
advance 78
european 78
however 78
discuss 78
september 78
construction 78
researcher 77
here 77
due 77
variety 77
affiliation 77
native 76
show 76
understand 76
ye 76
thank 75
particular 75
chapter 75
society 75
logic 74
set 74
since 74
constraint 74
date 74
length 74
group 73
literature 73
level 73
college 73
talk 73
read 73
pm 73
above 72
perspective 72
social 72
centre 72
project 71
k 71
summary 71
organize 71
box 71
france 71
panel 71
current 70
stanford 70
press 70
poster 69
ask 69
evidence 69
aim 69
report 69
japan 68
message 68
vium 67
effect 67
full 67
january 67
david 67
interaction 67
netherland 67
hotel 67
du 67
appear 66
knowledge 66
syntactic 66
morphological 66
ed 65
californium 65
north 65
acceptance 65
cover 65
mit 65
final 64
city 64
recent 64
view 64
style 64
whether 64
chinese 64
interpretation 64
standard 64
association 64
historical 63
various 63
texa 63
van 63
journal 63
fact 63
professor 63
over 63
while 63
man 63
another 63
rather 63
modern 62
support 62
rule 62
room 62
theme 62
description 62
day 62
participation 62
overt 62
complete 61
culture 61
st 61
major 61
telephone 61
price 61
especially 61
person 61
together 61
phonetic 61
phenomenon 61
morphology 61
und 61
contain 60
important 60
better 60
through 60
concern 60
sound 60
limit 60
representation 60
several 59
is 59
principle 59
sentence 59
dept 59
request 59
comparative 59
notification 59
negation 59
anyone 58
bring 58
main 58
offer 58
michael 58
material 58
seminar 58
december 58
develop 58
clause 58
symposium 57
formal 57
recognition 57
claim 57
contribution 57
relation 57
url 57
robert 57
article 56
version 56
single 56
november 55
least 55
oxford 55
individual 55
education 55
lexicon 55
community 54
argument 54
human 54
announce 54
accommodation 54
editor 54
query 53
child 53
academic 53
want 53
become 53
national 53
move 53
without 52
own 52
member 52
shift 52
design 52
functional 52
file 52
content 52
w 52
friday 52
south 52
propose 51
few 51
among 51
short 51
under 51
involve 51
paul 51
cloth 51
pari 51
a 50
long 50
hear 50
cannot 50
lecture 50
end 50
announcement 50
function 50
head 50
allow 50
user 50
italy 50
source 49
although 49
indicate 49
russian 49
item 49
mexico 49
build 49
peter 49
welcome 49
tense 49
annual 49
kind 48
introduction 48
role 48
encourage 48
access 48
art 48
georgetown 48
february 48
multiple 48
organizer 48
plenary 48
range 47
negative 47
thus 47
early 47
right 47
lead 47
washington 47
software 47
select 47
intend 47
local 47
answer 46
ling 46
original 46
suggest 46
far 46
thing 46
tell 46
character 46
category 46
believe 46
manchester 46
multilingual 46
code 46
additional 46
der 46
am 46
y 45
per 45
hard 45
ii 45
edinburgh 45
chomsky 45
basis 45
regard 45
clear 45
document 45
argue 45
specific 45
phrase 45
idea 45
au 45
error 45
payment 45
history 44
technique 44
deal 44
great 44
response 44
still 44
expect 44
why 44
relevant 44
relevance 44
share 44
identify 44
though 44
four 44
leave 44
tool 44
universal 44
london 44
forum 44
property 44
variation 44
montreal 44
parse 44
service 44
too 43
graduate 43
pattern 43
direct 43
org 43
wide 43
dutch 43
framework 43
later 42
lo 42
univ 42
reason 42
extend 42
directly 42
job 42
parallel 42
check 42
past 42
nlp 42
acl 42
berkeley 41
summer 41
dictionary 41
integration 41
country 41
comment 41
ph 41
faculty 41
assume 41
home 41
link 41
terminology 41
technical 41
domain 41
wish 41
dissertation 40
week 40
class 40
basic 40
explain 40
register 40
whole 40
index 40
exist 40
sense 40
interface 40
visit 40
record 40
plus 40
cheng 40
tilburg 40
generative 39
addition 39
represent 39
future 39
sign 39
degree 39
describe 39
best 39
raise 39
plan 39
slavic 39
traditional 39
discipline 39
event 39
difference 39
demo 39
psycholinguistic 39
accusative 39
hong 39
breakfast 39
spontaneous 39
able 38
let 38
along 38
often 38
latin 38
cultural 38
typology 38
america 38
proceedings 38
creole 38
un 37
amsterdam 37
front 37
common 37
start 37
concept 37
internet 37
situation 37
noun 37
foreign 37
soon 37
database 37
generation 37
sociolinguistic 36
mention 36
non 36
influence 36
notice 36
production 36
refer 36
something 36
dan 36
sample 36
toward 36
train 36
table 36
interpret 36
schedule 36
extraction 36
kong 36
fr 36
candidate 35
nd 35
stuttgart 35
comparison 35
means 35
co 35
europe 35
syllable 35
jame 35
double 35
isbn 35
southern 35
singapore 35
eacl 35
retrieval 34
cambridge 34
contrast 34
rd 34
conversational 34
quite 34
prefer 34
engineer 34
separate 34
perhap 34
dialogue 34
instruction 34
put 34
fund 34
else 34
line 34
certain 34
attention 34
effort 34
snow 34
philosophy 34
close 34
little 34
indefinite 34
jan 34
modal 34
berlin 34
saturday 34
postscript 34
psychology 34
practical 34
multimedium 34
vol 33
are 33
less 33
clearly 33
appropriate 33
letter 33
third 33
similar 33
correct 33
free 33
begin 33
hypothesis 33
statistical 33
utrecht 33
hour 33
organiser 33
office 33
anne 33
torrego 33
old 32
hall 32
unite 32
ago 32
rest 32
distinction 32
really 32
background 32
inc 32
fall 32
germanic 32
ve 32
expression 32
control 32
structural 32
methodology 32
compare 32
travel 32
integrate 32
automatic 32
gruyter 32
sheffield 32
ability 31
back 31
print 31
real 31
nature 31
statement 31
next 31
scope 31
surface 31
particularly 31
survey 31
recently 31
requirement 31
goal 31
thursday 31
series 31
max 31
pay 31
wh 31
intercultural 31
campus 30
high 30
attempt 30
usage 30
across 30
keynote 30
notion 30
associate 30
contribute 30
during 30
pronoun 30
occur 30
hand 30
around 30
examine 30
scientific 30
central 30
inference 30
marker 30
sept 30
publisher 30
card 30
salford 30
house 29
relationship 29
yet 29
susan 29
conjunction 29
handle 29
useful 29
reader 29
try 29
laboratory 29
large 29
perception 29
preference 29
opportunity 29
selection 29
congress 29
cmu 29
friend 29
metaphor 29
west 29
william 29
pl 29
derive 29
already 29
die 29
bank 29
anonymous 29
family 29
rate 29
indiana 29
return 29
pa 29
sur 29
website 29
successful 28
austin 28
foundation 28
explore 28
political 28
element 28
colleague 28
joseph 28
necessary 28
typological 28
continue 28
attend 28
therefore 28
richard 28
vii 28
prosodic 28
complement 28
barbara 28
von 28
particle 28
demonstrate 27
accord 27
small 27
status 27
distribution 27
mind 27
complex 27
bilingual 27
preferably 27
consideration 27
every 27
chicago 27
today 27
challenge 27
canadian 27
cornell 27
stop 27
alway 27
asian 27
again 27
preliminary 27
leiden 27
stlg 27
spain 27
media 27
colingacl 27
british 26
consonant 26
bibliography 26
sponsor 26
consist 26
genre 26
maria 26
ny 26
lot 26
century 26
five 26
introduce 26
relative 26
earlier 26
correspondence 26
month 26
life 26
street 26
quality 26
polish 26
predicate 26
implication 26
fuer 26
australium 26
paradigm 26
signal 26
maximum 26
dfl 26
bergamo 26
lecturer 25
face 25
beyond 25
michigan 25
scholar 25
ma 25
express 25
feel 25
steven 25
carnegie 25
mellon 25
compute 25
cognition 25
respond 25
brief 25
loss 25
computation 25
reception 25
une 25
multimodal 25
usd 25
demonstration 25
po 25
linguistique 25
iii 25
homepage 25
hovy 25
roma 25
romance 24
phonetics 24
matter 24
sure 24
assumption 24
eastern 24
until 24
space 24
indeed 24
someone 24
sery 24
mr 24
amount 24
martin 24
pronunciation 24
illinoi 24
learner 24
define 24
voice 24
il 24
consequence 24
music 24
mary 24
italian 24
korea 24
indo 24
establish 24
bind 24
capability 24
wednesday 24
preposition 24
condition 24
receipt 24
component 24
regular 24
korean 24
smith 24
synthesis 24
lab 24
humanity 24
pidgin 24
clitic 24
np 24
colloquium 24
xerox 24
intelligence 24
monday 23
prepare 23
literary 23
han 23
al 23
charle 23
possibility 23
quantifier 23
board 23
produce 23
respect 23
determine 23
initial 23
cost 23
postal 23
exhibit 23
cc 23
reply 23
languages 23
approximately 23
reflect 23
drive 23
unpublish 23
pc 23
george 23
purpose 23
night 23
forward 23
potential 23
strategy 23
institut 23
universitaet 23
verbal 23
collection 23
semitic 23
arabic 23
decision 23
location 23
odd 23
presence 23
latex 23
mouton 23
vp 23
whword 23
se 22
inquiry 22
cause 22
remark 22
longer 22
simple 22
enough 22
leuven 22
dinner 22
run 22
generally 22
rank 22
ready 22
organization 22
themselve 22
andrew 22
create 22
force 22
pennsylvanium 22
round 22
assessment 22
add 22
western 22
empirical 22
conversation 22
distribute 22
african 22
reconstruction 22
ai 22
organise 22
tuesday 22
reviewer 22
host 22
nijmegen 22
intelligent 22
optimality 22
medium 22
secretary 22
join 22
inherent 22
market 22
icslp 22
whphrase 22
synthetic 22
artificial 22
colloque 22
stress 22
kub 22
langue 21
algorithm 21
young 21
image 21
outside 21
ok 21
suggestion 21
simply 21
applicant 21
depend 21
upon 21
educational 21
nominal 21
practice 21
politically 21
personal 21
definition 21
dear 21
criterion 21
extremely 21
conclusion 21
lang 21
data 21
actually 21
characteristic 21
phd 21
once 21
true 21
elsewhere 21
primarily 21
acceptable 21
semiotic 21
east 21
ear 21
reach 21
boundary 21
increase 21
contrastive 21
sequence 21
cogscus 21
using 21
network 21
exceed 21
secretariat 21
developer 21
participate 21
behavior 21
acoustic 21
update 21
lowland 21
russium 21
cheque 21
czech 21
option 21
musical 21
polarity 21
obtain 20
el 20
transcription 20
credit 20
jean 20
road 20
never 20
likely 20
cant 20
track 20
previously 20
unit 20
whose 20
overview 20
male 20
logical 20
agreement 20
power 20
task 20
play 20
hardcopy 20
grow 20
instance 20
ipa 20
venue 20
lee 20
transfer 20
camera 20
massachusett 20
choice 20
embed 20
spell 20
greater 20
ray 20
mandarin 20
britain 20
serve 20
dc 20
dates 20
essex 20
causative 20
dependency 20
management 20
tea 20
ide 20
taus 20
whom 19
library 19
extent 19
ten 19
generalization 19
business 19
exchange 19
figure 19
keep 19
accompany 19
against 19
side 19
net 19
professional 19
institution 19
factor 19
generic 19
versus 19
treat 19
currently 19
explanation 19
count 19
six 19
probably 19
anthropology 19
introductory 19
draw 19
fully 19
ch 19
font 19
iow 19
patrick 19
pittsburgh 19
investigate 19
license 19
deat 19
affect 19
graphic 19
expert 19
avenue 19
sprachwissenschaft 19
pb 19
classroom 19
walter 19
alternative 19
cd 19
interdisciplinary 19
universitat 19
nancy 19
arrive 19
temporal 19
granada 19
dus 19
spec 19
seek 18
edition 18
del 18
bill 18
greek 18
ucla 18
risk 18
latter 18
assistant 18
minority 18
anybody 18
direction 18
devote 18
consult 18
pass 18
previous 18
happen 18
instead 18
act 18
sort 18
edit 18
groningen 18
vienna 18
dm 18
lack 18
test 18
tag 18
environment 18
experiment 18
adverb 18
key 18
intonation 18
ellipsis 18
marie 18
wife 18
meeting 18
z 18
walk 18
umontreal 18
handbook 18
input 18
progress 18
mood 18
pour 18
htm 18
norway 18
eduard 18
induction 18
silence 18
poznan 18
plm 18
terminologie 18
quote 17
san 17
confirm 17
whatever 17
contributor 17
ann 17
law 17
gender 17
textbook 17
improve 17
party 17
doe 17
fill 17
princeton 17
vary 17
plural 17
ohio 17
anything 17
jp 17
origin 17
alan 17
arizona 17
bergen 17
remain 17
